Report ID;ComponentName;Model;Serial Number;Component Code;Failure;Additional Failure Description;Parent Case;Failure SMR;Active Stage;Failure2;Failure3;Failure32;Delivery;Failed Part Number;Failed Part Name;Component Name;Phenomenon Name;Plant;Current Queue;Status Reason;Created;Distributor;Subsidiary;Issue2;Additional Notes(Request);Distributor Contact;Filial DB code;Filial DB Name;LT DB;FY;YEAR
KBISP202505509;PC130LC-10M0, HYDRAULIC PIPING(1), Anel Oring de vedação, ENTER/LEAKS,   ;PC130LC-10M0;B20604;6A0 - Hydraulic piping;Seal leak;;;89;Plant.QA Approved;14/04/2025;;23/01/2025;;02896-11015;Anel Oring de vedação;HYDRAULIC PIPING(1);ENTER/LEAKS;KDB (Plant) (51);KDB - Quality Assurance;In Process;06/05/2025;BAUKO (213SPA);KBI (9447);06/05/2025;;Vinícius Barbosa;213SPA;Bauko;22;FY2025;2025
KBISP202504527;PC130LC-10M0, AIR CONDITIONER, Condensador, CRACK, Trinca na solda do condensador  ;PC130LC-10M0;B20261;450 - A/C;Condensor crack;Trinca na solda do condensador;;2262;Closed;27/04/2025;;30/05/2023;22/11/2023;2A5-979-1282;Condensador;AIR CONDITIONER;CRACK;KDB (Plant) (51);;Completed;30/04/2025;BAUKO (213SPA);KBI (9447);30/04/2025;;Gabriel Bonifacio;213SPB;Bauko;3;FY2025;2025
KBIPR202504514;PC130LC-10M0, ACCESSORY & PARTS, Aparelho de sinalização acústica, INTERFERENCE, SIRENE DE MOVIMENTO QUEIMADA  ;PC130LC-10M0;B20415;D00 - Electric system;Nozzler malfunction;SIRENE DE MOVIMENTO QUEIMADA;;1797;Closed;02/04/2025;15/04/2025;28/03/2024;04/04/2024;22F-06-33420;Aparelho de sinalização acústica;ACCESSORY & PARTS;INTERFERENCE;KDB (Plant) (51);;Completed;25/04/2025;VIANMAQ (213PRB);KBI (9447);25/04/2025;Realizamos o diagnostico registrado em vídeos que estamos anexando em anexo.;Neia Sene;213PRB;Vianmaq ;23;FY2025;2025
KBISP202504518;PC130LC-10M0, ARM, Arm Assembly, FRACTURE,   ;PC130LC-10M0;B20340;714 - Arm;Arm crack - AB25018 - FCB25016;;;2532;Closed;14/04/2025;;29/09/2023;28/12/2023;204-943-0030;Arm Assembly;ARM;FRACTURE;KDB (Plant) (51);;Completed;23/04/2025;BAUKO (213SPA);KBI (9447);23/04/2025;O cliente, fidelizado à marca Komatsu e com histórico de revisões preventivas e aquisição de componentes diretamente na concessionária, utiliza exclusivamente peças originais Komatsu.;Gabriel Augusto;213ESD;Bauko;9;FY2025;2025
KBISP202504513;PC130LC-10M0, MAIN FRAME & OUT-RIGGER, 202-70-61160, LOOSEN,   ;PC130LC-10M0;B20162;711 - Boom;Boom bushing wear;;;6340;Closed;21/03/2025;;26/09/2022;27/10/2022;202-70-61160;202-70-61160;MAIN FRAME & OUT-RIGGER;LOOSEN;KDB (Plant) (51);;Completed;17/04/2025;BAUKO (213SPA);KBI (9447);17/04/2025;O cliente possui duas escavadeiras hidráulica, sendo PC130LC-10M0 / B20109 e PC130LC-10M0 / B20162 , cliente adquiriu pinos e buchas com a concessionária.;Gabriel Augusto;213ESD;Bauko;27;FY2025;2025
KBIMB202504503;PC130LC-10M0, CAB ASS'Y GROUP, cabine, DEFECTIVE APPEARANCE,   ;PC130LC-10M0;B20557;551 - Operator's Cab;Cabin front painting;;;311;Plant.QA Approved;31/03/2025;;11/10/2024;;0;cabine;CAB ASS'Y GROUP;DEFECTIVE APPEARANCE;KDB (Plant) (51);KDB - Quality Assurance;In Process;08/04/2025;Mason (213I);KBI (9447);08/04/2025;"Com base nas informações, trata-se de uma possível falha de pintura ou falha de produto.
Cabine apresentou marcas e manchas de oxidação em grandes partes próximo ao para-brisa frontal.";Whasterley Silva;213I;Mason;8;FY2025;2025
KBISP202504500;PC130LC-10M0, ENGINE ASSY, Silencioso, ABNORMAL NOISE,   ;PC130LC-10M0;B20364;A1T - Muffler;Abnormal noise on muffler (before countermeasure);;;1080;Closed;10/03/2025;30/03/2025;09/11/2023;13/08/2024;6271-11-5230;Silencioso;ENGINE ASSY;ABNORMAL NOISE;KDB (Plant) (51);;Completed;04/04/2025;BAUKO (213SPA);KBI (9447);04/04/2025;Cliente fidelista, todas as revisões do equipamento feitas na concessionária, cliente possui contrato PMP.;Gabriel Augusto;213ESD;Bauko;25;FY2025;2025
KBIMB202504500;PC130LC-10M0, ENGINE ASSY, respiro, ENTER/LEAKS,   ;PC130LC-10M0;B20438;984 - Acessory / Others;Breather;;;1239;Closed;24/03/2025;;30/04/2024;08/07/2024;6150-21-6750;respiro;ENGINE ASSY;ENTER/LEAKS;KDB (Plant) (51);;Completed;01/04/2025;Mason (213I);KBI (9447);01/04/2025;"Com base nas informações citadas, trata-se de uma possivel falha de produto.
A parte do respiro possivelmente perdeu a cola ou quebrou. Sera retirado a imagem do motor para identificação melhor da fabrica.";Whasterley Silva;213I;Mason;8;FY2025;2025
KBISP202503521;PC130LC-10M0, MACHINE, Chapa, DEFECTIVE INSTALLATION,   ;PC130LC-10M0;B20606;000 - Machine;Cover;;;150;Closed;14/03/2025;;23/01/2025;06/02/2025;204-54-76150;Chapa;MACHINE;DEFECTIVE INSTALLATION;KDB (Plant) (51);;Completed;26/03/2025;BAUKO (213SPA);KBI (9447);26/03/2025;;Vinícius Barbosa;213SPA;Bauko;12;FY2024;2025
KBIMB202503509;PC130LC-10M0, FINAL DRIVE, dualcone, ENTER/LEAKS,   ;PC130LC-10M0;B20371;L51 - Travel motor;Dualcone;;;1976;Closed;14/03/2025;;23/11/2023;06/02/2024;203-60-17310;dualcone;FINAL DRIVE;ENTER/LEAKS;KDB (Plant) (51);;Completed;25/03/2025;Mason (213I);KBI (9447);25/03/2025;"Com base nas informações citadas, trata-se de uma possivel falha de produto.
Apos abertura do componente, nao foi identificado nenhum dano interno e desgaste dos components internos apresenta-se normal.";Whasterley Silva;213I;Mason;11;FY2024;2025
KBISP202503518;PC130LC-10M0, ELECTRICAL SYSTEM, Buzina, INTERFERENCE,   ;PC130LC-10M0;B20573;D00 - Electric system;Nozzler wiring;;;442;Closed;13/03/2025;;26/11/2024;17/12/2024;08160-72400;Buzina;ELECTRICAL SYSTEM;INTERFERENCE;KDB (Plant) (51);;Completed;20/03/2025;BAUKO (213SPA);KBI (9447);20/03/2025;;Vinícius Barbosa;213SPA;Bauko;7;FY2024;2025
KBIC1202503501;PC130LC-10M0, ARM, BRAÇO DA LANÇA, BROKEN, TRICA NO BRAÇO DA CAÇAMBA E DO PROTETOR.  ;PC130LC-10M0;B20307;714 - Arm;Arm crack - AB25018 - FCB25016;TRICA NO BRAÇO DA CAÇAMBA E DO PROTETOR.;;1763;Closed;12/03/2025;;02/08/2023;27/09/2023;204-70-00480;BRAÇO DA LANÇA;ARM;BROKEN;KDB (Plant) (51);;Completed;13/03/2025;DCDN (213CEB);KBI (9447);13/03/2025;REALIZAMOS O TESTE DE LIQUIDO PENETRANTE (LP) PARA EVIDENCIAR AS DIMENSÕES E PROPAGAÇÃO DA TRINCA, ENCONTRAMOS A TRINCA DO LADO DIREITO MEDINDO 18 CENTIMETROS E A TRINCA DO LADO ESQUERDO COM 4 CENTIMENTROS. AINDA NÃO CORRIGIMOS A FALHA, AGUARDAMOS QUAIS PROCEDIMENTOS DEVEMOS REALIZAR. MEDIÇÃO DA CAÇAMBA É DE 0.73M³;Caio Herber;213CEB;DCDN;1;FY2024;2025
KBI1F202503508;PC130LC-10M0, AIR CONDITIONER, DUTO DE AR, LOOSEN, DESENCAIXE DO DUTO DO AR CONDICIONADO  ;PC130LC-10M0;B20477;450 - A/C;A/C;DESENCAIXE DO DUTO DO AR CONDICIONADO;;472;Closed;24/02/2025;24/02/2025;19/06/2024;23/08/2024;20Y-53-13381;DUTO DE AR;AIR CONDITIONER;LOOSEN;KDB (Plant) (51);;Completed;10/03/2025;VAMOS (2131F);KBI (9447);10/03/2025;;Franciele Ferreira;213RSC;VAMOS (2131F);14;FY2024;2025
KBIPR202503503;PC130LC-10M0, ACCESSORY & PARTS, Controladora, DEFECTIVE APPEARANCE, FALHA NO MODULO DO SISTEMA HIDRÁULICO  ;PC130LC-10M0;B20403;DA0 - Electronic controller;Hyd. Controller;FALHA NO MODULO DO SISTEMA HIDRÁULICO;;1249;Closed;19/02/2025;;13/03/2024;27/03/2024;7835-51-4001;Controladora;ACCESSORY & PARTS;DEFECTIVE APPEARANCE;KDB (Plant) (51);;Completed;10/03/2025;VIANMAQ (213PRB);KBI (9447);10/03/2025;Foi retirado o módulo e foi testado em outro equipamento do mesmo modelo e gerou a mesma falha, portanto será necessário a substituição do módulo do sistema hidráulico.;Neia Sene;213PRB;Vianmaq ;19;FY2024;2025
KBIPR202503500;PC130LC-10M0, ACCESSORY & PARTS, MOLA ESTICADOR, BROKEN, QUEBRA DA MOLA DO ESTICADOR  ;PC130LC-10M0;B20403;306  - Recoil spring;Recoil spring break;QUEBRA DA MOLA DO ESTICADOR;;1259;Closed;25/02/2025;;13/03/2024;27/03/2024;22B-30-31341;MOLA ESTICADOR;ACCESSORY & PARTS;BROKEN;KDB (Plant) (51);;Completed;06/03/2025;VIANMAQ (213PRB);KBI (9447);07/03/2025;;Neia Sene;213PRB;Vianmaq ;10;FY2024;2025
KBI1F202503502;PC130LC-10M0, OTHERS, SEM PECA, OTHER, BUZINA NÃO FUNCIONA  ;PC130LC-10M0;B20445;D00 - Electric system;Nozzler wiring;BUZINA NÃO FUNCIONA;;1170;Closed;18/02/2025;18/02/2025;10/05/2024;04/07/2024;SEM PECA;SEM PECA;OTHERS;OTHER;KDB (Plant) (51);;Completed;03/03/2025;VAMOS (2131F);KBI (9447);03/03/2025;;Franciele Ferreira;213RSC;VAMOS (2131F);13;FY2024;2025
KBIPR202502510;PC130-10M0, ARM, braço, DEFECTIVE ADJUSTMENT, FOLGA ENTRE BRAÇO E LANÇA E PÉ DA LANÇA  ;PC130-10M0;B20462;714 - Arm;Bushing and Pin wear;FOLGA ENTRE BRAÇO E LANÇA E PÉ DA LANÇA;;748;Plant.QA Approved;10/02/2025;;28/05/2024;08/07/2024;x;braço;ARM;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);KDB - Quality Assurance;In Process;25/02/2025;VIANMAQ (213PRB);KBI (9447);25/02/2025;Cliente esta irredutível, possui plano de manutenção ativo para o equipamento. Sugerimos uma possível visita técnica da Komatsu para que ele possa se sentir mais amparado. O cliente ate questionou, que se não resolverem  ira acessar meios judiciais para que seja resolvido.;Neia Sene;213PRB;Vianmaq ;15;FY2024;2025
KBISP202502519;PC130LC-10M0, ENGINE ASSY, MUFFLER, MALFUNCTION,   ;PC130LC-10M0;B20312;A1T - Muffler;Abnormal noise on muffler (before countermeasure);;;2461;Closed;14/02/2025;;07/08/2023;03/10/2023;6271-11-5230;MUFFLER;ENGINE ASSY;MALFUNCTION;KDB (Plant) (51);;Completed;21/02/2025;BAUKO (213SPA);KBI (9447);24/02/2025;;Caio Rodrigues;213ESD;Bauko;10;FY2024;2025
KBISP202502515;PC130LC-10M0, ENGINE ASSY, gasket, ENTER/LEAKS, VAZAM. PELA PLACA DE REFORÇO DO CÁRTER  ;PC130LC-10M0;B20291;100 - Engine related parts;Head leak;VAZAM. PELA PLACA DE REFORÇO DO CÁRTER;;2501;Plant.QA Approved;17/02/2025;;14/07/2023;05/09/2023;6204-21-5812;gasket;ENGINE ASSY;ENTER/LEAKS;KDB (Plant) (51);KDB - Quality Assurance;In Process;17/02/2025;BAUKO (213SPA);KBI (9447);17/02/2025;;Caio Rodrigues;213ESD;Bauko;0;FY2024;2025
KBISP202502513;PC130-10M0, ELECTRICAL SYSTEM, Sensor de pressão de libertação, INTERFERENCE,   ;PC130-10M0;B20466;D00 - Electric system;Sensor;;;143;Closed;10/01/2025;;30/05/2024;18/11/2024;6252-11-2901;Sensor de pressão de libertação;ELECTRICAL SYSTEM;INTERFERENCE;KDB (Plant) (51);;Completed;12/02/2025;BAUKO (213SPA);KBI (9447);12/02/2025;;Vinícius Barbosa;213SPA;Bauko;33;FY2024;2025
KBI1F202502505;PC130LC-10M0, AIR CONDITIONER, SERVO MOTOR, MALFUNCTION, AR CONDICIONADO NÃO FUNCIONA  ;PC130LC-10M0;B20442;450 - A/C;A/C;AR CONDICIONADO NÃO FUNCIONA;;364;Closed;14/01/2025;27/01/2025;09/05/2024;05/07/2024;ND063800-0300;SERVO MOTOR;AIR CONDITIONER;MALFUNCTION;KDB (Plant) (51);;Completed;11/02/2025;VAMOS (2131F);KBI (9447);11/02/2025;;Franciele Ferreira;213RSC;VAMOS (2131F);28;FY2024;2025
KBISP202502511;PC130LC-10M0, ENGINE ASSY, Retentor do virabrequim, ENTER/LEAKS, Retentor do virabrequim  ;PC130LC-10M0;B20326;A30 - crankshaft;Crankshaft seal;Retentor do virabrequim;;2339;Closed;07/02/2025;;18/09/2023;16/10/2023;6204-21-3531;Retentor do virabrequim;ENGINE ASSY;ENTER/LEAKS;KDB (Plant) (51);;Completed;11/02/2025;BAUKO (213SPA);KBI (9447);11/02/2025;;Gabriel Bonifacio;213SPB;Bauko;4;FY2024;2025
KBIMB202502503;PC130-10M0, MAIN FRAME & OUT-RIGGER, CONTRAPESO, ENTER/LEAKS, VAZAMENTO DO CONTRAPESO  ;PC130-10M0;B20593;542 - Counterweight;Counterweight leak;VAZAMENTO DO CONTRAPESO;;10;Plant.QA Approved;03/02/2025;;20/12/2024;;204-46-B1010;CONTRAPESO;MAIN FRAME & OUT-RIGGER;ENTER/LEAKS;KDB (Plant) (51);KDB - Quality Assurance;In Process;06/02/2025;Mason (213I);KBI (9447);06/02/2025;"Iremos aguardar um retorno da fabrica, referente a como devemos prosseguir com este caso.
Trata-se de uma possivel falha de produto.
Com base nas informações citadas acima, falha na fabricação do equipamento e inspeção antes da saida da fabrica.";Whasterley Silva;213I;Mason;3;FY2024;2025
KBI1F202502503;PC130LC-10M0, OTHERS, SEM PEÇA, OTHER, BUZINA NÃO FUNCIONA  ;PC130LC-10M0;B20437;D00 - Electric system;Nozzler wiring;BUZINA NÃO FUNCIONA;;994;Closed;22/01/2025;22/01/2025;30/04/2024;13/05/2024;SEM PEÇA;SEM PEÇA;OTHERS;OTHER;KDB (Plant) (51);;Completed;05/02/2025;VAMOS (2131F);KBI (9447);05/02/2025;;Franciele Ferreira;213RSC;VAMOS (2131F);14;FY2024;2025
KBIPR202501517;PC130LC-10M0, SWING MOTOR, Motor de giro, Redutor de giro, ENTER/LEAKS, Maquina parada - Vazam. Motor de Giro  ;PC130LC-10M0;B20587;L11 - Swing motor;Swing motor leak;Maquina parada - Vazam. Motor de Giro;;87;Plant.QA Approved;23/01/2025;;18/12/2024;;706-7C-01040, 203-26-80500;Motor de giro, Redutor de giro;SWING MOTOR;ENTER/LEAKS;KDB (Plant) (51);KDB - Quality Assurance;In Process;28/01/2025;VIANMAQ (213PRB);KBI (9447);28/01/2025;Equipamento está parado no momento devido a falta de óleo hidráulico.;Luan Gustavo;213PRB;Vianmaq ;5;FY2024;2025
KBISP202501522;PC130LC-10M0, ENGINE ASSY, 6271-11-5230, MALFUNCTION,   ;PC130LC-10M0;B20222;A1T - Muffler;Abnormal noise on muffler (before countermeasure);;;3084;Closed;28/01/2025;;29/11/2022;16/05/2023;6271-11-5230;6271-11-5230;ENGINE ASSY;MALFUNCTION;KDB (Plant) (51);;Completed;28/01/2025;BAUKO (213SPA);KBI (9447);28/01/2025;;Caio Rodrigues;213ESD;Bauko;0;FY2024;2025
KBISP202501521;PC130LC-10M0, ARM, pin, DETERIORATION,   ;PC130LC-10M0;B20391;714 - Arm;Bushing and Pin wear;;;1522;Closed;22/01/2025;22/01/2025;26/02/2024;01/04/2024;22B-70-22550;pin;ARM;DETERIORATION;KDB (Plant) (51);;Completed;27/01/2025;BAUKO (213SPA);KBI (9447);04/02/2025;Primeira máquina do cliente ,  PMP até 2000 horas, Recentemente adquiriu mais um equipamento PC130LC-10M0;Caio Rodrigues;213ESD;Bauko;13;FY2024;2025
KBISP202501503;PC130LC-10M0, ELECTRICAL SYSTEM, Sensor, MALFUNCTION,   ;PC130LC-10M0;B20409;D00 - Electric system;Sensor;;;655;Closed;09/01/2025;;25/03/2024;17/05/2024;600-311-3724;Sensor;ELECTRICAL SYSTEM;MALFUNCTION;KDB (Plant) (51);;Completed;15/01/2025;BAUKO (213SPA);KBI (9447);15/01/2025;;Vinícius Barbosa;213SPA;Bauko;6;FY2024;2025
KBIPR202501507;PC130LC-10M0, ACCESSORY & PARTS, SILENCIOSO, ABNOMAL NOISE, RUÍDO NO SILENCIOSO  ;PC130LC-10M0;B20030;A1T - Muffler;Abnormal noise on muffler (before countermeasure);RUÍDO NO SILENCIOSO;;3348;Closed;06/01/2025;;29/03/2022;14/04/2022;6271-11-5230;SILENCIOSO;ACCESSORY & PARTS;ABNORMAL NOISE;KDB (Plant) (51);;Completed;10/01/2025;VIANMAQ (213PRB);KBI (9447);10/01/2025;"O equipamento não encontra mais dentro da garantia padrão. O cliente não tem contrato MMK para este equipamento, porém executa todas as revisões com a Vianmaq. O cliente questiona essa falha devido ao baixo horímetro.
Entendemos tratar-se de uma falha prematura, por isso solicitamos análise da Komatsu para uma possivel  concessão de garantia política para essa falha, e o cliente possui vários Equipamentos Komatsu.";Neia Sene;213PRB;Vianmaq ;4;FY2024;2025
KBIPR202501501;PC130LC-10M0, OTHERS, PINTURA, DEFECTIVE APPEARANCE, APONTAMENTOS DE QUALIDADE  ;PC130LC-10M0;B20587;000 - Machine;Painting;APONTAMENTOS DE QUALIDADE;;4;Plant.QA Approved;27/12/2024;;18/12/2024;;XX;PINTURA;OTHERS;DEFECTIVE APPEARANCE;KDB (Plant) (51);KDB - Quality Assurance;In Process;02/01/2025;VIANMAQ (213PRB);KBI (9447);02/01/2025;O objetivo é relatar o ocorrido para efeito de qualidade. Com intuito de informar a falha para que possa ter uma inspeção mais atenta ao processo.;Neia Sene;213PRB;Vianmaq ;6;FY2024;2025
KBISP202509532;PC130LC-10M0, ACCESSORY & PARTS, Cover, BROKEN,   ;PC130LC-10M0;B20421;551 - Operator's Cab;Console crack;;;2818;Sub.Received;26/08/2025;;17/04/2024;10/06/2024;20Y-43-41424;Cover;ACCESSORY & PARTS;BROKEN;KDB (Plant) (51);KBI - Construction Service;In Process;05/09/2025;BAUKO (213SPA);KBI (9447);05/09/2025;;Paulo Dias;213SPA;Bauko;10;FY2025;2025
KBI1D202509502;PC130LC-10M0, AIR CLEANER, Elemento filtrante, ENTER/LEAKS, Elemento do filtro de ar com furo  ;PC130LC-10M0;B20138;984 - Acessory / Others;Air filter;Elemento do filtro de ar com furo;;2063;Sub.Received;19/08/2025;19/08/2025;19/08/2022;09/01/2023;600-185-2500;Elemento filtrante;AIR CLEANER;ENTER/LEAKS;KDB (Plant) (51);KBI - Construction Service;In Process;03/09/2025;NOROESTE (2131D);KBI (9447);03/09/2025;;Ronaldo Braz;2131D;Noroeste;15;FY2025;2025
KBISP202509520;PC130LC-10M0, HYDRAULIC CONTROL VALVE, VALVULA, INTERFERENCE,   ;PC130LC-10M0;B20661;RX0 - Control valve;Control valve spool;;;190;Sub.Received;28/08/2025;;27/03/2025;26/06/2025;723-50-53600;VALVULA;HYDRAULIC CONTROL VALVE;INTERFERENCE;KDB (Plant) (51);KBI - Construction Service;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Paulo Dias;213SPA;Bauko;4;FY2025;2025
KBIPR202509502;PC130LC-10M0, TRACK FRAME, ESTEIRA, ABNORMAL NOISE, ESTALO NA ESTEIRA  ;PC130LC-10M0;B20450;301 - Track frame;Track abnormal noise;ESTALO NA ESTEIRA;;1479;Sub.Received;28/07/2025;;13/05/2024;27/05/2024;203-32-B1600;ESTEIRA;TRACK FRAME;ABNORMAL NOISE;KDB (Plant) (51);KBI - Construction Service;In Process;10/09/2025;VIANMAQ (213PRB);KBI (9447);10/09/2025;"O operador relatou que, após o ajuste no tensionamento das esteiras, o defeito não voltou a ocorrer. Orientamos o cliente quanto à necessidade de acompanhamento contínuo do equipamento durante as operações de trabalho, a fim de monitorar qualquer recorrência da falha.
Mas, o cliente demonstrou preocupação com o corrido.";;213PRB;Vianmaq ;44;FY2025;2025
KBISP202509535;PC130LC-10M0, ARM, Pino, FRACTURE,   ;PC130LC-10M0;B20109;H17 - Arm cylinder;Arm cylinder pin break - AB25032 / FCB25040;;;6846;Sub.Received;08/09/2025;;18/07/2022;27/10/2022;203-70-42122;Pino;ARM;FRACTURE;KDB (Plant) (51);KBI - Construction Service;In Process;10/09/2025;BAUKO (213SPA);KBI (9447);10/09/2025;Cliente frotista Komatsu, possuindo duas Escavadeiras Hidráulicas, sendo PC130LC-10M0 ( B20109) e PC130LC-10M0 (B20162), cliente extremamente rigoroso com a lubrificação diária do equipamento.;Gustavo Henrique;213ESD;Bauko;2;FY2025;2025
KBISP202509534;PC130LC-10M0, ARM, Braço, FRACTURE,   ;PC130LC-10M0;B20337;714 - Arm;Arm crack - AB25018 - FCB25016;;;3232;Sub.Received;06/09/2025;;26/09/2023;30/11/2023;204-943-0030;Braço;ARM;FRACTURE;KDB (Plant) (51);KBI - Construction Service;In Process;09/09/2025;BAUKO (213SPA);KBI (9447);09/09/2025;Atualmente, o cliente conta com duas unidades do modelo Komatsu PC130LC-10M0 (B20337) e (B20407).  Utiliza peças exclusivamente genuínas da Komatsu e realiza a lubrificação do equipamento diariamente com uma alta rigorosidade.;Gustavo Henrique;213ESD;Bauko;3;FY2025;2025
KBISP202509571;PC130LC-10M0, ARM, Braço, FRACTURE,   ;PC130LC-10M0;B20024;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;6033;Sub.Received;23/09/2025;;23/03/2022;11/04/2022;204-70-00480;Braço;ARM;FRACTURE;KDB (Plant) (51);KBI - Construction Service;In Process;24/09/2025;BAUKO (213SPA);KBI (9447);24/09/2025;Cliente realiza manutenções preventivas e corretivas com o distribuidor, realiza a compra de peças e componentes somente genuínos, operador realiza inspeções rigorosamente e segue instruções de lubrificação como informado na entrega técnica.;Gustavo Henrique;213ESD;Bauko;1;FY2025;2025
KBISP202509566;PC130LC-10M0, HYDRAULIC CONTROL VALVE, Valve Assembly, Control, DEFECTIVE ADJUSTMENT,   ;PC130LC-10M0;B20755;RX0 - Control valve;Performance complain;;;4,7;Plant.Confirmed;22/09/2025;;30/07/2025;10/09/2025;723-56-15804;Valve Assembly, Control;HYDRAULIC CONTROL VALVE;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);KDB - Quality Assurance;In Process;23/09/2025;BAUKO (213SPA);KBI (9447);23/09/2025;Máquina nova, apenas com quatro horas, foi realizado a inspeção no equipamento após a chegada da fábrica.;Gustavo Henrique;213ESD;Bauko;1;FY2025;2025
KBISP202509565;PC130LC-10M0, HYDRAULIC CONTROL VALVE, Valve Assembly, Control, DEFECTIVE ADJUSTMENT,   ;PC130LC-10M0;B20756;RX0 - Control valve;Performance complain;;;5;Plant.Confirmed;22/09/2025;;30/07/2025;10/09/2025;723-56-15804;Valve Assembly, Control;HYDRAULIC CONTROL VALVE;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);KDB - Quality Assurance;In Process;23/09/2025;BAUKO (213SPA);KBI (9447);23/09/2025;Máquina nova, apenas com cinco horas, foi realizado a inspeção no equipamento após a chegada da fábrica.;Gustavo Henrique;213ESD;Bauko;1;FY2025;2025
KBISP202509564;PC130LC-10M0, ARM, Pino, FRACTURE,   ;PC130LC-10M0;B20340;H17 - Arm cylinder;Arm cylinder pin break - AB25032 / FCB25040;;;3324;Plant.Confirmed;22/09/2025;;29/09/2023;28/12/2023;203-70-42122;Pino;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;23/09/2025;BAUKO (213SPA);KBI (9447);23/09/2025;"Primeiro equipamento do cliente, realiza as manutenções preventivas com o distribuidor autorizado, realiza também a compra de componentes genuínos.

Obs.: Operador realiza a lubrificação do equipamento rigorosamente, como especificado na entrega técnica.";Gustavo Henrique;213ESD;Bauko;1;FY2025;2025
KBISP202509563;PC130LC-10M0, HYDRAULIC CYLINDER, magueira, ENTER/LEAKS,   ;PC130LC-10M0;B20757;H17 - Arm cylinder;Hose leak;;;29;Plant.Confirmed;04/09/2025;;31/07/2025;10/09/2025;02756-20513;magueira;HYDRAULIC CYLINDER;ENTER/LEAKS;KDB (Plant) (51);KDB - Quality Assurance;In Process;22/09/2025;BAUKO (213SPA);KBI (9447);22/09/2025;;Paulo Dias;213SPA;Bauko;18;FY2025;2025
KBISP202509561;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20756;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;4;Plant.Confirmed;10/09/2025;;30/07/2025;10/09/2025;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;22/09/2025;BAUKO (213SPA);KBI (9447);22/09/2025;;Vinícius Barbosa;213SPA;Bauko;12;FY2025;2025
KBISP202509560;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20755;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;3;Plant.Confirmed;10/09/2025;;30/07/2025;10/09/2025;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;22/09/2025;BAUKO (213SPA);KBI (9447);22/09/2025;;Vinícius Barbosa;213SPA;Bauko;12;FY2025;2025
KBISP202509559;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20754;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;3;Plant.Confirmed;10/09/2025;;29/07/2025;10/09/2025;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;22/09/2025;BAUKO (213SPA);KBI (9447);22/09/2025;;Vinícius Barbosa;213SPA;Bauko;12;FY2025;2025
KBISP202509558;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20787;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;3;Plant.Confirmed;10/09/2025;;28/08/2025;29/08/2025;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;22/09/2025;BAUKO (213SPA);KBI (9447);22/09/2025;;Vinícius Barbosa;213SPA;Bauko;12;FY2025;2025
KBISP202509573;PC130LC-10M0, KOMTRAX ASSY, Controller, DEFECTIVE INSTALLATION,   ;PC130LC-10M0;B20668;DA0 - Electronic controller;Komtrax controller;;;68;Sub.Received;17/09/2025;;31/03/2025;24/04/2025;7826-60-4000;Controller;KOMTRAX ASSY;DEFECTIVE INSTALLATION;KDB (Plant) (51);KBI - Construction Service;In Process;26/09/2025;BAUKO (213SPA);KBI (9447);26/09/2025;Atualmente, o cliente conta com quatro unidades da escavadeira hidráulica Komatsu modelo PC130LC-10M0, sendo elas das séries B20666, B20667, B20668 e B20700.;Gustavo Henrique;213ESD;Bauko;9;FY2025;2025
KBIMB202510507;PC130LC-10M0, CARRIER ROLLER, Rolete, BROKEN,   ;PC130LC-10M0;B20713;304 - Track roller;Track roller break / leak;;;255;Sub.Received;17/10/2025;;23/05/2025;;203-30-00331;Rolete;CARRIER ROLLER;BROKEN;KDB (Plant) (51);KBI - Construction Service;In Process;20/10/2025;Mason (213I);KBI (9447);20/10/2025;;Whasterley Silva;213I;Mason;3;FY2025;2025
